topic_id,discipline,main_keyword,secondary_keywords,search_intent,season,content_type,buyer_intent_score,angle,recommended_product_clusters,internal_link_targets
96,karper,rig keuze voorjaar plas,"aas karper plas,karper vissen voorjaar,beste boilies plas",info+koop,voorjaar,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
97,karper,rig keuze voorjaar groot water,"aas karper groot water,karper vissen voorjaar,beste boilies groot water",info+koop,voorjaar,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
98,karper,rig keuze voorjaar klein water,"aas karper klein water,karper vissen voorjaar,beste boilies klein water",info+koop,voorjaar,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
99,karper,rig keuze zomer kanaal,"aas karper kanaal,karper vissen zomer,beste boilies kanaal",info+koop,zomer,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
100,karper,rig keuze zomer rivier,"aas karper rivier,karper vissen zomer,beste boilies rivier",info+koop,zomer,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
101,karper,rig keuze zomer plas,"aas karper plas,karper vissen zomer,beste boilies plas",info+koop,zomer,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
102,karper,rig keuze zomer groot water,"aas karper groot water,karper vissen zomer,beste boilies groot water",info+koop,zomer,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
103,karper,rig keuze zomer klein water,"aas karper klein water,karper vissen zomer,beste boilies klein water",info+koop,zomer,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
104,karper,rig keuze herfst kanaal,"aas karper kanaal,karper vissen herfst,beste boilies kanaal",info+koop,herfst,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
105,karper,rig keuze herfst rivier,"aas karper rivier,karper vissen herfst,beste boilies rivier",info+koop,herfst,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
106,karper,rig keuze herfst plas,"aas karper plas,karper vissen herfst,beste boilies plas",info+koop,herfst,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
107,karper,rig keuze herfst groot water,"aas karper groot water,karper vissen herfst,beste boilies groot water",info+koop,herfst,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
108,karper,rig keuze herfst klein water,"aas karper klein water,karper vissen herfst,beste boilies klein water",info+koop,herfst,keuzehulp,4,bodemtype + presentatie,"boilies,popups,wafters,pellets,particles,liquids,rigs","aas-gids,voer-gids,rigs-gids,stekkenmap"
109,karper,beste hair rig voor modderbodem,"hair rig karper,modderbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
110,karper,beste blowback rig voor modderbodem,"blowback rig karper,modderbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
111,karper,beste spinner rig voor modderbodem,"spinner rig karper,modderbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
112,karper,beste hair rig voor harde bodem,"hair rig karper,harde bodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
113,karper,beste blowback rig voor harde bodem,"blowback rig karper,harde bodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
114,karper,beste spinner rig voor harde bodem,"spinner rig karper,harde bodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
115,karper,beste hair rig voor grindbodem,"hair rig karper,grindbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
116,karper,beste blowback rig voor grindbodem,"blowback rig karper,grindbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
117,karper,beste spinner rig voor grindbodem,"spinner rig karper,grindbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
118,karper,beste hair rig voor slibbodem,"hair rig karper,slibbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
119,karper,beste blowback rig voor slibbodem,"blowback rig karper,slibbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
120,karper,beste spinner rig voor slibbodem,"spinner rig karper,slibbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
121,karper,beste hair rig voor wierbed,"hair rig karper,wierbed rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
122,karper,beste blowback rig voor wierbed,"blowback rig karper,wierbed rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
123,karper,beste spinner rig voor wierbed,"spinner rig karper,wierbed rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
124,karper,beste hair rig voor zandbodem,"hair rig karper,zandbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
125,karper,beste blowback rig voor zandbodem,"blowback rig karper,zandbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
126,karper,beste spinner rig voor zandbodem,"spinner rig karper,zandbodem rig,karper rig bodemtype",koop,alle,howto,4,praktische montage + wanneer wel/niet,"rigs,haken,onderlijnen,leadcore","rigs-gids,knopen,academy"
127,karper,karper voeren strategie zomer bij wind,"hoeveel voeren karper zomer,wind karper,voerplan",info+koop,zomer,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
128,karper,karper voeren strategie herfst bij regen,"hoeveel voeren karper herfst,regen karper,voerplan",info+koop,herfst,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
129,karper,karper voeren strategie winter bij koud front,"hoeveel voeren karper winter,koud front karper,voerplan",info+koop,winter,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
130,karper,karper voeren strategie voorjaar bij warm front,"hoeveel voeren karper voorjaar,warm front karper,voerplan",info+koop,voorjaar,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
131,karper,karper voeren strategie zomer bij stabiel weer,"hoeveel voeren karper zomer,stabiel weer karper,voerplan",info+koop,zomer,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
132,karper,karper voeren strategie herfst bij dalende luchtdruk,"hoeveel voeren karper herfst,dalende luchtdruk karper,voerplan",info+koop,herfst,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
133,karper,karper voeren strategie winter bij stijgende luchtdruk,"hoeveel voeren karper winter,stijgende luchtdruk karper,voerplan",info+koop,winter,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
134,karper,karper voeren strategie voorjaar bij wind,"hoeveel voeren karper voorjaar,wind karper,voerplan",info+koop,voorjaar,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
135,karper,karper voeren strategie zomer bij regen,"hoeveel voeren karper zomer,regen karper,voerplan",info+koop,zomer,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
136,karper,karper voeren strategie herfst bij koud front,"hoeveel voeren karper herfst,koud front karper,voerplan",info+koop,herfst,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
137,karper,karper voeren strategie winter bij warm front,"hoeveel voeren karper winter,warm front karper,voerplan",info+koop,winter,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
138,karper,karper voeren strategie voorjaar bij stabiel weer,"hoeveel voeren karper voorjaar,stabiel weer karper,voerplan",info+koop,voorjaar,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
139,karper,karper voeren strategie zomer bij dalende luchtdruk,"hoeveel voeren karper zomer,dalende luchtdruk karper,voerplan",info+koop,zomer,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
140,karper,karper voeren strategie herfst bij stijgende luchtdruk,"hoeveel voeren karper herfst,stijgende luchtdruk karper,voerplan",info+koop,herfst,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
141,karper,karper voeren strategie winter bij wind,"hoeveel voeren karper winter,wind karper,voerplan",info+koop,winter,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
142,karper,karper voeren strategie voorjaar bij regen,"hoeveel voeren karper voorjaar,regen karper,voerplan",info+koop,voorjaar,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
143,karper,karper voeren strategie zomer bij koud front,"hoeveel voeren karper zomer,koud front karper,voerplan",info+koop,zomer,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
144,karper,karper voeren strategie herfst bij warm front,"hoeveel voeren karper herfst,warm front karper,voerplan",info+koop,herfst,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
145,karper,karper voeren strategie winter bij stabiel weer,"hoeveel voeren karper winter,stabiel weer karper,voerplan",info+koop,winter,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
146,karper,karper voeren strategie voorjaar bij dalende luchtdruk,"hoeveel voeren karper voorjaar,dalende luchtdruk karper,voerplan",info+koop,voorjaar,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
147,karper,karper voeren strategie zomer bij stijgende luchtdruk,"hoeveel voeren karper zomer,stijgende luchtdruk karper,voerplan",info+koop,zomer,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
148,karper,karper voeren strategie herfst bij wind,"hoeveel voeren karper herfst,wind karper,voerplan",info+koop,herfst,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
149,karper,karper voeren strategie winter bij regen,"hoeveel voeren karper winter,regen karper,voerplan",info+koop,winter,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
150,karper,karper voeren strategie voorjaar bij koud front,"hoeveel voeren karper voorjaar,koud front karper,voerplan",info+koop,voorjaar,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
151,karper,karper voeren strategie zomer bij warm front,"hoeveel voeren karper zomer,warm front karper,voerplan",info+koop,zomer,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
152,karper,karper voeren strategie herfst bij stabiel weer,"hoeveel voeren karper herfst,stabiel weer karper,voerplan",info+koop,herfst,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
153,karper,karper voeren strategie winter bij dalende luchtdruk,"hoeveel voeren karper winter,dalende luchtdruk karper,voerplan",info+koop,winter,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
154,karper,karper voeren strategie voorjaar bij stijgende luchtdruk,"hoeveel voeren karper voorjaar,stijgende luchtdruk karper,voerplan",info+koop,voorjaar,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
155,karper,karper voeren strategie zomer bij wind,"hoeveel voeren karper zomer,wind karper,voerplan",info+koop,zomer,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
156,karper,karper voeren strategie herfst bij regen,"hoeveel voeren karper herfst,regen karper,voerplan",info+koop,herfst,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
157,karper,karper voeren strategie winter bij koud front,"hoeveel voeren karper winter,koud front karper,voerplan",info+koop,winter,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
158,karper,karper voeren strategie voorjaar bij warm front,"hoeveel voeren karper voorjaar,warm front karper,voerplan",info+koop,voorjaar,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
159,karper,karper voeren strategie zomer bij stabiel weer,"hoeveel voeren karper zomer,stabiel weer karper,voerplan",info+koop,zomer,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
160,karper,karper voeren strategie herfst bij dalende luchtdruk,"hoeveel voeren karper herfst,dalende luchtdruk karper,voerplan",info+koop,herfst,gids,3,praktisch voerplan + dosering,"boilies,pellets,particles,liquids","voer-gids,weer-tool,stekkenmap"
161,roofvis,beste kunstaas snoek winter,"snoek vangen winter,kunstaas snoek,snoek tips",koop,winter,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
162,roofvis,beste kunstaas snoek voorjaar,"snoek vangen voorjaar,kunstaas snoek,snoek tips",koop,voorjaar,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
163,roofvis,beste kunstaas snoek zomer,"snoek vangen zomer,kunstaas snoek,snoek tips",koop,zomer,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
164,roofvis,beste kunstaas snoek herfst,"snoek vangen herfst,kunstaas snoek,snoek tips",koop,herfst,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
165,roofvis,beste kunstaas baars winter,"baars vangen winter,kunstaas baars,baars tips",koop,winter,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
166,roofvis,beste kunstaas baars voorjaar,"baars vangen voorjaar,kunstaas baars,baars tips",koop,voorjaar,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
167,roofvis,beste kunstaas baars zomer,"baars vangen zomer,kunstaas baars,baars tips",koop,zomer,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
168,roofvis,beste kunstaas baars herfst,"baars vangen herfst,kunstaas baars,baars tips",koop,herfst,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
169,roofvis,beste kunstaas snoekbaars winter,"snoekbaars vangen winter,kunstaas snoekbaars,snoekbaars tips",koop,winter,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
170,roofvis,beste kunstaas snoekbaars voorjaar,"snoekbaars vangen voorjaar,kunstaas snoekbaars,snoekbaars tips",koop,voorjaar,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
171,roofvis,beste kunstaas snoekbaars zomer,"snoekbaars vangen zomer,kunstaas snoekbaars,snoekbaars tips",koop,zomer,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
172,roofvis,beste kunstaas snoekbaars herfst,"snoekbaars vangen herfst,kunstaas snoekbaars,snoekbaars tips",koop,herfst,toplist,5,top 10 + per situatie,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
173,roofvis,kunstaas kleuren snoek winter,"snoek vangen winter,kunstaas snoek,snoek tips",info+koop,winter,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
174,roofvis,kunstaas kleuren snoek voorjaar,"snoek vangen voorjaar,kunstaas snoek,snoek tips",info+koop,voorjaar,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
175,roofvis,kunstaas kleuren snoek zomer,"snoek vangen zomer,kunstaas snoek,snoek tips",info+koop,zomer,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
176,roofvis,kunstaas kleuren snoek herfst,"snoek vangen herfst,kunstaas snoek,snoek tips",info+koop,herfst,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
177,roofvis,kunstaas kleuren baars winter,"baars vangen winter,kunstaas baars,baars tips",info+koop,winter,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
178,roofvis,kunstaas kleuren baars voorjaar,"baars vangen voorjaar,kunstaas baars,baars tips",info+koop,voorjaar,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
179,roofvis,kunstaas kleuren baars zomer,"baars vangen zomer,kunstaas baars,baars tips",info+koop,zomer,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
180,roofvis,kunstaas kleuren baars herfst,"baars vangen herfst,kunstaas baars,baars tips",info+koop,herfst,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
181,roofvis,kunstaas kleuren snoekbaars winter,"snoekbaars vangen winter,kunstaas snoekbaars,snoekbaars tips",info+koop,winter,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
182,roofvis,kunstaas kleuren snoekbaars voorjaar,"snoekbaars vangen voorjaar,kunstaas snoekbaars,snoekbaars tips",info+koop,voorjaar,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
183,roofvis,kunstaas kleuren snoekbaars zomer,"snoekbaars vangen zomer,kunstaas snoekbaars,snoekbaars tips",info+koop,zomer,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
184,roofvis,kunstaas kleuren snoekbaars herfst,"snoekbaars vangen herfst,kunstaas snoekbaars,snoekbaars tips",info+koop,herfst,gids,4,kleurkeuze per zicht/diepte,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
185,roofvis,kunstaas maat kiezen snoek winter,"snoek vangen winter,kunstaas snoek,snoek tips",info+koop,winter,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
186,roofvis,kunstaas maat kiezen snoek voorjaar,"snoek vangen voorjaar,kunstaas snoek,snoek tips",info+koop,voorjaar,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
187,roofvis,kunstaas maat kiezen snoek zomer,"snoek vangen zomer,kunstaas snoek,snoek tips",info+koop,zomer,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
188,roofvis,kunstaas maat kiezen snoek herfst,"snoek vangen herfst,kunstaas snoek,snoek tips",info+koop,herfst,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
189,roofvis,kunstaas maat kiezen baars winter,"baars vangen winter,kunstaas baars,baars tips",info+koop,winter,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
190,roofvis,kunstaas maat kiezen baars voorjaar,"baars vangen voorjaar,kunstaas baars,baars tips",info+koop,voorjaar,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
191,roofvis,kunstaas maat kiezen baars zomer,"baars vangen zomer,kunstaas baars,baars tips",info+koop,zomer,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
192,roofvis,kunstaas maat kiezen baars herfst,"baars vangen herfst,kunstaas baars,baars tips",info+koop,herfst,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
193,roofvis,kunstaas maat kiezen snoekbaars winter,"snoekbaars vangen winter,kunstaas snoekbaars,snoekbaars tips",info+koop,winter,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
194,roofvis,kunstaas maat kiezen snoekbaars voorjaar,"snoekbaars vangen voorjaar,kunstaas snoekbaars,snoekbaars tips",info+koop,voorjaar,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
195,roofvis,kunstaas maat kiezen snoekbaars zomer,"snoekbaars vangen zomer,kunstaas snoekbaars,snoekbaars tips",info+koop,zomer,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
196,roofvis,kunstaas maat kiezen snoekbaars herfst,"snoekbaars vangen herfst,kunstaas snoekbaars,snoekbaars tips",info+koop,herfst,gids,4,maat vs prooivis,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
197,roofvis,roofvis strategie snoek winter,"snoek vangen winter,kunstaas snoek,snoek tips",info,winter,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
198,roofvis,roofvis strategie snoek voorjaar,"snoek vangen voorjaar,kunstaas snoek,snoek tips",info,voorjaar,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
199,roofvis,roofvis strategie snoek zomer,"snoek vangen zomer,kunstaas snoek,snoek tips",info,zomer,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
