topic_id,discipline,main_keyword,secondary_keywords,search_intent,season,content_type,buyer_intent_score,angle,recommended_product_clusters,internal_link_targets
200,roofvis,roofvis strategie snoek herfst,"snoek vangen herfst,kunstaas snoek,snoek tips",info,herfst,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
201,roofvis,roofvis strategie baars winter,"baars vangen winter,kunstaas baars,baars tips",info,winter,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
202,roofvis,roofvis strategie baars voorjaar,"baars vangen voorjaar,kunstaas baars,baars tips",info,voorjaar,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
203,roofvis,roofvis strategie baars zomer,"baars vangen zomer,kunstaas baars,baars tips",info,zomer,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
204,roofvis,roofvis strategie baars herfst,"baars vangen herfst,kunstaas baars,baars tips",info,herfst,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
205,roofvis,roofvis strategie snoekbaars winter,"snoekbaars vangen winter,kunstaas snoekbaars,snoekbaars tips",info,winter,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
206,roofvis,roofvis strategie snoekbaars voorjaar,"snoekbaars vangen voorjaar,kunstaas snoekbaars,snoekbaars tips",info,voorjaar,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
207,roofvis,roofvis strategie snoekbaars zomer,"snoekbaars vangen zomer,kunstaas snoekbaars,snoekbaars tips",info,zomer,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
208,roofvis,roofvis strategie snoekbaars herfst,"snoekbaars vangen herfst,kunstaas snoekbaars,snoekbaars tips",info,herfst,gids,3,aanpak per moment,"shads,jerkbaits,pluggen,spinnerbaits,dropshot,leaders,stingers","roofvis-gids,stekkenmap,academy"
209,roofvis,spinnerbaits voor baars in diep water,"baars kunstaas diep water,spinnerbaits tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"spinnerbaits,staal",roofvis-gids
210,roofvis,dropshot voor snoekbaars in kanaal,"snoekbaars kunstaas kanaal,dropshot tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"dropshot,haken,lood","roofvis-gids,knopen"
211,roofvis,shads voor snoek in rivier,"snoek kunstaas rivier,shads tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"shads,loodkoppen,stingers","roofvis-gids,stekkenmap"
212,roofvis,jerkbaits voor baars in polder,"baars kunstaas polder,jerkbaits tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"jerkbaits,staal,splitringen",roofvis-gids
213,roofvis,pluggen voor snoekbaars in helder water,"snoekbaars kunstaas helder water,pluggen tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"pluggen,leaders,dreggen",roofvis-gids
214,roofvis,spinnerbaits voor snoek in troebel water,"snoek kunstaas troebel water,spinnerbaits tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"spinnerbaits,staal",roofvis-gids
215,roofvis,dropshot voor baars in wind,"baars kunstaas wind,dropshot tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"dropshot,haken,lood","roofvis-gids,knopen"
216,roofvis,shads voor snoekbaars in regen,"snoekbaars kunstaas regen,shads tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"shads,loodkoppen,stingers","roofvis-gids,stekkenmap"
217,roofvis,jerkbaits voor snoek in ondiep water,"snoek kunstaas ondiep water,jerkbaits tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"jerkbaits,staal,splitringen",roofvis-gids
218,roofvis,pluggen voor baars in diep water,"baars kunstaas diep water,pluggen tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"pluggen,leaders,dreggen",roofvis-gids
219,roofvis,spinnerbaits voor snoekbaars in kanaal,"snoekbaars kunstaas kanaal,spinnerbaits tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"spinnerbaits,staal",roofvis-gids
220,roofvis,dropshot voor snoek in rivier,"snoek kunstaas rivier,dropshot tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"dropshot,haken,lood","roofvis-gids,knopen"
221,roofvis,shads voor baars in polder,"baars kunstaas polder,shads tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"shads,loodkoppen,stingers","roofvis-gids,stekkenmap"
222,roofvis,jerkbaits voor snoekbaars in helder water,"snoekbaars kunstaas helder water,jerkbaits tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"jerkbaits,staal,splitringen",roofvis-gids
223,roofvis,pluggen voor snoek in troebel water,"snoek kunstaas troebel water,pluggen tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"pluggen,leaders,dreggen",roofvis-gids
224,roofvis,spinnerbaits voor baars in wind,"baars kunstaas wind,spinnerbaits tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"spinnerbaits,staal",roofvis-gids
225,roofvis,dropshot voor snoekbaars in regen,"snoekbaars kunstaas regen,dropshot tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"dropshot,haken,lood","roofvis-gids,knopen"
226,roofvis,shads voor snoek in ondiep water,"snoek kunstaas ondiep water,shads tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"shads,loodkoppen,stingers","roofvis-gids,stekkenmap"
227,roofvis,jerkbaits voor baars in diep water,"baars kunstaas diep water,jerkbaits tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"jerkbaits,staal,splitringen",roofvis-gids
228,roofvis,pluggen voor snoekbaars in kanaal,"snoekbaars kunstaas kanaal,pluggen tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"pluggen,leaders,dreggen",roofvis-gids
229,roofvis,spinnerbaits voor snoek in rivier,"snoek kunstaas rivier,spinnerbaits tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"spinnerbaits,staal",roofvis-gids
230,roofvis,dropshot voor baars in polder,"baars kunstaas polder,dropshot tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"dropshot,haken,lood","roofvis-gids,knopen"
231,roofvis,shads voor snoekbaars in helder water,"snoekbaars kunstaas helder water,shads tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"shads,loodkoppen,stingers","roofvis-gids,stekkenmap"
232,roofvis,jerkbaits voor snoek in troebel water,"snoek kunstaas troebel water,jerkbaits tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"jerkbaits,staal,splitringen",roofvis-gids
233,roofvis,pluggen voor baars in wind,"baars kunstaas wind,pluggen tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"pluggen,leaders,dreggen",roofvis-gids
234,roofvis,spinnerbaits voor snoekbaars in regen,"snoekbaars kunstaas regen,spinnerbaits tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"spinnerbaits,staal",roofvis-gids
235,roofvis,dropshot voor snoek in ondiep water,"snoek kunstaas ondiep water,dropshot tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"dropshot,haken,lood","roofvis-gids,knopen"
236,roofvis,shads voor baars in diep water,"baars kunstaas diep water,shads tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"shads,loodkoppen,stingers","roofvis-gids,stekkenmap"
237,roofvis,jerkbaits voor snoekbaars in kanaal,"snoekbaars kunstaas kanaal,jerkbaits tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"jerkbaits,staal,splitringen",roofvis-gids
238,roofvis,pluggen voor snoek in rivier,"snoek kunstaas rivier,pluggen tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"pluggen,leaders,dreggen",roofvis-gids
239,roofvis,spinnerbaits voor baars in polder,"baars kunstaas polder,spinnerbaits tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"spinnerbaits,staal",roofvis-gids
240,roofvis,dropshot voor snoekbaars in helder water,"snoekbaars kunstaas helder water,dropshot tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"dropshot,haken,lood","roofvis-gids,knopen"
241,roofvis,shads voor snoek in troebel water,"snoek kunstaas troebel water,shads tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"shads,loodkoppen,stingers","roofvis-gids,stekkenmap"
242,roofvis,jerkbaits voor baars in wind,"baars kunstaas wind,jerkbaits tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"jerkbaits,staal,splitringen",roofvis-gids
243,roofvis,pluggen voor snoekbaars in regen,"snoekbaars kunstaas regen,pluggen tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"pluggen,leaders,dreggen",roofvis-gids
244,roofvis,spinnerbaits voor snoek in ondiep water,"snoek kunstaas ondiep water,spinnerbaits tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"spinnerbaits,staal",roofvis-gids
245,roofvis,dropshot voor baars in diep water,"baars kunstaas diep water,dropshot tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"dropshot,haken,lood","roofvis-gids,knopen"
246,roofvis,shads voor snoekbaars in kanaal,"snoekbaars kunstaas kanaal,shads tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"shads,loodkoppen,stingers","roofvis-gids,stekkenmap"
247,roofvis,jerkbaits voor snoek in rivier,"snoek kunstaas rivier,jerkbaits tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"jerkbaits,staal,splitringen",roofvis-gids
248,roofvis,pluggen voor baars in polder,"baars kunstaas polder,pluggen tips,baars techniek",koop,alle,gids,4,techniek + setup + retrieve,"pluggen,leaders,dreggen",roofvis-gids
249,roofvis,spinnerbaits voor snoekbaars in helder water,"snoekbaars kunstaas helder water,spinnerbaits tips,snoekbaars techniek",koop,alle,gids,4,techniek + setup + retrieve,"spinnerbaits,staal",roofvis-gids
250,roofvis,dropshot voor snoek in troebel water,"snoek kunstaas troebel water,dropshot tips,snoek techniek",koop,alle,gids,4,techniek + setup + retrieve,"dropshot,haken,lood","roofvis-gids,knopen"
251,witvis,beste lokvoer witvis winter,"witvis winter,brasem voeren winter,voorn aas winter",koop,winter,toplist,4,mixen per vis/plek,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
252,witvis,beste lokvoer witvis voorjaar,"witvis voorjaar,brasem voeren voorjaar,voorn aas voorjaar",koop,voorjaar,toplist,4,mixen per vis/plek,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
253,witvis,beste lokvoer witvis zomer,"witvis zomer,brasem voeren zomer,voorn aas zomer",koop,zomer,toplist,4,mixen per vis/plek,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
254,witvis,beste lokvoer witvis herfst,"witvis herfst,brasem voeren herfst,voorn aas herfst",koop,herfst,toplist,4,mixen per vis/plek,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
255,witvis,voerstrategie witvis winter,"witvis winter,brasem voeren winter,voorn aas winter",info+koop,winter,gids,3,hoeveel en hoe vaak,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
256,witvis,voerstrategie witvis voorjaar,"witvis voorjaar,brasem voeren voorjaar,voorn aas voorjaar",info+koop,voorjaar,gids,3,hoeveel en hoe vaak,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
257,witvis,voerstrategie witvis zomer,"witvis zomer,brasem voeren zomer,voorn aas zomer",info+koop,zomer,gids,3,hoeveel en hoe vaak,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
258,witvis,voerstrategie witvis herfst,"witvis herfst,brasem voeren herfst,voorn aas herfst",info+koop,herfst,gids,3,hoeveel en hoe vaak,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
259,witvis,aas keuze witvis winter,"witvis winter,brasem voeren winter,voorn aas winter",info+koop,winter,keuzehulp,3,aas per seizoen,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
260,witvis,aas keuze witvis voorjaar,"witvis voorjaar,brasem voeren voorjaar,voorn aas voorjaar",info+koop,voorjaar,keuzehulp,3,aas per seizoen,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
261,witvis,aas keuze witvis zomer,"witvis zomer,brasem voeren zomer,voorn aas zomer",info+koop,zomer,keuzehulp,3,aas per seizoen,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
262,witvis,aas keuze witvis herfst,"witvis herfst,brasem voeren herfst,voorn aas herfst",info+koop,herfst,keuzehulp,3,aas per seizoen,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
263,witvis,montage gids witvis winter,"witvis winter,brasem voeren winter,voorn aas winter",info+koop,winter,howto,3,simpel uitgelegd,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
264,witvis,montage gids witvis voorjaar,"witvis voorjaar,brasem voeren voorjaar,voorn aas voorjaar",info+koop,voorjaar,howto,3,simpel uitgelegd,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
265,witvis,montage gids witvis zomer,"witvis zomer,brasem voeren zomer,voorn aas zomer",info+koop,zomer,howto,3,simpel uitgelegd,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
266,witvis,montage gids witvis herfst,"witvis herfst,brasem voeren herfst,voorn aas herfst",info+koop,herfst,howto,3,simpel uitgelegd,"lokvoer,mixen,feederkorven,haken,onderlijnen,aas","witvis-gids,knopen,stekkenmap,academy"
267,witvis,match op karper (witvis bijvangst) in rivier (zomer),"karper (witvis bijvangst) vangen rivier,match tips,wormen als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
268,witvis,method feeder op kolblei in plas (herfst),"kolblei vangen plas,method feeder tips,pellets als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
269,witvis,feeder op brasem in polderwater (winter),"brasem vangen polderwater,feeder tips,maïs als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
270,witvis,vaste stok op voorn in haven (voorjaar),"voorn vangen haven,vaste stok tips,brood als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
271,witvis,match op karper (witvis bijvangst) in kanaal (zomer),"karper (witvis bijvangst) vangen kanaal,match tips,maden als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
272,witvis,method feeder op kolblei in rivier (herfst),"kolblei vangen rivier,method feeder tips,casters als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
273,witvis,feeder op brasem in plas (winter),"brasem vangen plas,feeder tips,wormen als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
274,witvis,vaste stok op voorn in polderwater (voorjaar),"voorn vangen polderwater,vaste stok tips,pellets als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
275,witvis,match op karper (witvis bijvangst) in haven (zomer),"karper (witvis bijvangst) vangen haven,match tips,maïs als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
276,witvis,method feeder op kolblei in kanaal (herfst),"kolblei vangen kanaal,method feeder tips,brood als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
277,witvis,feeder op brasem in rivier (winter),"brasem vangen rivier,feeder tips,maden als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
278,witvis,vaste stok op voorn in plas (voorjaar),"voorn vangen plas,vaste stok tips,casters als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
279,witvis,match op karper (witvis bijvangst) in polderwater (zomer),"karper (witvis bijvangst) vangen polderwater,match tips,wormen als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
280,witvis,method feeder op kolblei in haven (herfst),"kolblei vangen haven,method feeder tips,pellets als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
281,witvis,feeder op brasem in kanaal (winter),"brasem vangen kanaal,feeder tips,maïs als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
282,witvis,vaste stok op voorn in rivier (voorjaar),"voorn vangen rivier,vaste stok tips,brood als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
283,witvis,match op karper (witvis bijvangst) in plas (zomer),"karper (witvis bijvangst) vangen plas,match tips,maden als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
284,witvis,method feeder op kolblei in polderwater (herfst),"kolblei vangen polderwater,method feeder tips,casters als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
285,witvis,feeder op brasem in haven (winter),"brasem vangen haven,feeder tips,wormen als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
286,witvis,vaste stok op voorn in kanaal (voorjaar),"voorn vangen kanaal,vaste stok tips,pellets als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
287,witvis,match op karper (witvis bijvangst) in rivier (zomer),"karper (witvis bijvangst) vangen rivier,match tips,maïs als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
288,witvis,method feeder op kolblei in plas (herfst),"kolblei vangen plas,method feeder tips,brood als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
289,witvis,feeder op brasem in polderwater (winter),"brasem vangen polderwater,feeder tips,maden als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
290,witvis,vaste stok op voorn in haven (voorjaar),"voorn vangen haven,vaste stok tips,casters als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
291,witvis,match op karper (witvis bijvangst) in kanaal (zomer),"karper (witvis bijvangst) vangen kanaal,match tips,wormen als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
292,witvis,method feeder op kolblei in rivier (herfst),"kolblei vangen rivier,method feeder tips,pellets als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
293,witvis,feeder op brasem in plas (winter),"brasem vangen plas,feeder tips,maïs als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
294,witvis,vaste stok op voorn in polderwater (voorjaar),"voorn vangen polderwater,vaste stok tips,brood als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
295,witvis,match op karper (witvis bijvangst) in haven (zomer),"karper (witvis bijvangst) vangen haven,match tips,maden als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
296,witvis,method feeder op kolblei in kanaal (herfst),"kolblei vangen kanaal,method feeder tips,casters als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
297,witvis,feeder op brasem in rivier (winter),"brasem vangen rivier,feeder tips,wormen als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
298,witvis,vaste stok op voorn in plas (voorjaar),"voorn vangen plas,vaste stok tips,pellets als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
299,witvis,match op karper (witvis bijvangst) in polderwater (zomer),"karper (witvis bijvangst) vangen polderwater,match tips,maïs als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
300,witvis,method feeder op kolblei in haven (herfst),"kolblei vangen haven,method feeder tips,brood als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
301,witvis,feeder op brasem in kanaal (winter),"brasem vangen kanaal,feeder tips,maden als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
302,witvis,vaste stok op voorn in rivier (voorjaar),"voorn vangen rivier,vaste stok tips,casters als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
303,witvis,match op karper (witvis bijvangst) in plas (zomer),"karper (witvis bijvangst) vangen plas,match tips,wormen als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
304,witvis,method feeder op kolblei in polderwater (herfst),"kolblei vangen polderwater,method feeder tips,pellets als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
305,witvis,feeder op brasem in haven (winter),"brasem vangen haven,feeder tips,maïs als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
306,witvis,vaste stok op voorn in kanaal (voorjaar),"voorn vangen kanaal,vaste stok tips,brood als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
307,witvis,match op karper (witvis bijvangst) in rivier (zomer),"karper (witvis bijvangst) vangen rivier,match tips,maden als aas",info+koop,zomer,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
308,witvis,method feeder op kolblei in plas (herfst),"kolblei vangen plas,method feeder tips,casters als aas",info+koop,herfst,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
309,witvis,feeder op brasem in polderwater (winter),"brasem vangen polderwater,feeder tips,wormen als aas",info+koop,winter,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"
310,witvis,vaste stok op voorn in haven (voorjaar),"voorn vangen haven,vaste stok tips,pellets als aas",info+koop,voorjaar,gids,3,setup + voerplek + aanbeten lezen,"lokvoer,feederkorven,haken,onderlijnen,aas","witvis-gids,stekkenmap,academy"